id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,married,car_possession,offspring,offspring_identified
1869,29.0,Company Invited,1,8.0,smallbusiness,FEMALE,4.0,4.0,basic,3.0,3.0,0,1,executive,322395.0,0.0,独身,車なし,1,0
1870,51.0,Self Enquiry,1,20.0,salaried,MALE,2.0,3.0,standard,3.0,2.0,0,4,seniormanager,370000.0,0.0,結婚済み,車なし,1,0
1871,32.0,Self Enquiry,1,25.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,3.0,0,4,manager,320640.0,0.0,結婚済み,車なし,1,0
1872,33.0,Self Enquiry,1,12.0,smallbusiness,FEMALE,4.0,4.0,basic,3.0,3.0,0,1,executive,309510.0,0.0,離婚済み,車あり,2,0
1873,31.0,Self Enquiry,1,8.0,smallbusiness,FEMALE,4.0,4.0,basic,3.0,3.0,0,2,executive,331575.0,1.0,離婚済み,車なし,1,0
1874,31.0,Company Invited,1,16.0,salaried,MALE,3.0,5.0,basic,3.0,3.0,0,3,executive,311805.0,0.0,離婚済み,車なし,2,0
1875,43.0,Company Invited,1,32.0,salaried,MALE,3.0,5.0,deluxe,3.0,3.0,0,4,manager,300000.0,0.0,結婚済み,車あり,2,0
1876,24.0,Self Enquiry,2,7.0,salaried,MALE,2.0,3.0,basic,3.0,3.0,1,2,executive,257550.0,1.0,独身,車あり,0,0
1877,25.0,Self Enquiry,2,34.0,salaried,MALE,4.0,4.0,basic,3.0,3.0,0,2,executive,400000.0,0.0,結婚済み,車なし,3,0
1878,37.0,Self Enquiry,1,8.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,1.0,0,1,manager,295005.0,0.0,独身,車あり,1,0
1879,29.0,Company Invited,1,16.0,salaried,MALE,2.0,3.0,basic,3.0,5.0,0,1,executive,400000.0,0.0,離婚済み,車なし,0,0
1880,36.0,Self Enquiry,1,13.0,largebusiness,MALE,3.0,6.0,basic,3.0,3.0,0,4,executive,320000.0,0.0,未婚,車なし,2,0
1881,37.0,Self Enquiry,3,22.0,smallbusiness,MALE,3.0,6.0,basic,3.0,6.0,0,4,executive,439905.0,1.0,結婚済み,車あり,2,0
1882,29.0,Self Enquiry,2,13.0,smallbusiness,MALE,4.0,4.0,basic,3.0,2.0,0,4,executive,310650.0,0.0,結婚済み,車なし,3,0
1883,31.0,Self Enquiry,2,20.0,smallbusiness,MALE,4.0,4.0,standard,3.0,3.0,0,3,seniormanager,372705.0,0.0,結婚済み,車あり,3,0
1884,29.0,Self Enquiry,2,13.0,salaried,MALE,3.0,6.0,basic,3.0,3.0,0,1,executive,312630.0,1.0,独身,車あり,2,0
1885,27.0,Self Enquiry,1,16.0,smallbusiness,MALE,3.0,6.0,basic,3.0,3.0,0,2,executive,262035.0,1.0,独身,車あり,1,0
1886,55.0,Self Enquiry,1,7.0,salaried,MALE,2.0,3.0,standard,3.0,3.0,1,2,seniormanager,365655.0,1.0,離婚済み,車あり,0,0
1887,,Company Invited,3,18.0,largebusiness,FEMALE,1.0,1.0,deluxe,3.0,2.0,0,3,manager,,0.0,独身,車なし,0,0
1888,28.0,Self Enquiry,2,25.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,2.0,0,4,manager,323025.0,0.0,結婚済み,車あり,1,0
1889,50.0,Self Enquiry,2,8.0,salaried,MALE,4.0,5.0,deluxe,3.0,7.0,0,1,manager,340800.0,0.0,結婚済み,車あり,1,0
1890,37.0,Company Invited,2,15.0,salaried,FEMALE,1.0,3.0,basic,3.0,2.0,0,4,seniormanager,273465.0,0.0,結婚済み,車あり,0,0
1891,47.0,Self Enquiry,2,14.0,salaried,MALE,2.0,3.0,superdeluxe,4.0,2.0,0,2,avp,502800.0,0.0,離婚済み,車あり,0,0
1892,41.0,Self Enquiry,2,9.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,2.0,0,2,manager,332025.0,0.0,結婚済み,車あり,1,0
1893,35.0,Company Invited,3,10.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,2.0,0,2,executive,268770.0,0.0,結婚済み,車なし,1,0
1894,31.0,Company Invited,2,15.0,smallbusiness,MALE,2.0,3.0,basic,3.0,2.0,0,1,executive,251250.0,1.0,独身,車なし,0,0
1895,50.0,Self Enquiry,2,6.0,salaried,MALE,2.0,3.0,standard,4.0,2.0,0,2,seniormanager,347955.0,1.0,結婚済み,車なし,0,0
1896,58.0,Company Invited,2,27.0,smallbusiness,FEMALE,2.0,3.0,deluxe,4.0,6.0,0,2,manager,363315.0,0.0,未婚,車なし,1,0
1897,29.0,Self Enquiry,2,15.0,salaried,MALE,2.0,3.0,deluxe,3.0,2.0,0,2,avp,382125.0,0.0,結婚済み,車なし,0,0
1898,59.0,Company Invited,2,15.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,2.0,0,2,manager,338970.0,0.0,離婚済み,車あり,1,0
1899,26.0,Company Invited,3,14.0,largebusiness,MALE,2.0,3.0,standard,3.0,2.0,0,2,seniormanager,377205.0,1.0,結婚済み,車なし,0,0
1900,56.0,Self Enquiry,2,24.0,smallbusiness,MALE,2.0,3.0,superdeluxe,4.0,1.0,0,2,avp,504060.0,1.0,独身,車あり,0,0
1901,55.0,Company Invited,3,6.0,smallbusiness,FEMALE,2.0,3.0,standard,3.0,1.0,0,2,manager,299535.0,0.0,結婚済み,車あり,1,0
1902,45.0,Company Invited,2,6.0,salaried,MALE,2.0,3.0,standard,3.0,5.0,0,2,seniormanager,336735.0,0.0,未婚,車なし,0,0
1903,51.0,Company Invited,2,12.0,salaried,FEMALE,2.0,3.0,standard,3.0,2.0,0,2,seniormanager,351480.0,0.0,離婚済み,車なし,1,0
1904,32.0,Self Enquiry,2,8.0,salaried,MALE,2.0,3.0,basic,3.0,2.0,0,2,executive,271125.0,0.0,結婚済み,車あり,1,0
1905,34.0,Company Invited,2,17.0,smallbusiness,MALE,2.0,4.0,standard,3.0,3.0,0,2,seniormanager,380000.0,1.0,未婚,車あり,1,0
1906,38.0,Company Invited,2,9.0,smallbusiness,MALE,2.0,3.0,basic,3.0,6.0,0,2,executive,300000.0,0.0,結婚済み,車なし,0,0
1907,41.0,Company Invited,3,14.0,salaried,FEMALE,2.0,3.0,standard,3.0,2.0,0,1,seniormanager,429030.0,0.0,離婚済み,車なし,0,0
1908,26.0,Company Invited,3,,smallbusiness,FEMALE,2.0,3.0,basic,3.0,3.0,0,2,executive,249600.0,1.0,離婚済み,車なし,0,0
1909,42.0,Self Enquiry,2,18.0,smallbusiness,MALE,2.0,3.0,deluxe,4.0,5.0,0,1,manager,316605.0,0.0,離婚済み,車なし,0,0
1910,33.0,Self Enquiry,2,19.0,salaried,MALE,2.0,3.0,deluxe,3.0,3.0,0,1,manager,317715.0,0.0,結婚済み,車あり,0,0
1911,,Company Invited,2,16.0,smallbusiness,MALE,2.0,3.0,basic,4.0,2.0,0,2,executive,266070.0,1.0,独身,車あり,0,0
1912,36.0,Company Invited,2,14.0,salaried,MALE,2.0,3.0,standard,3.0,3.0,0,2,seniormanager,387615.0,0.0,結婚済み,車あり,1,0
1913,38.0,Company Invited,2,15.0,salaried,FEMALE,2.0,4.0,basic,3.0,2.0,0,1,executive,259500.0,0.0,離婚済み,車なし,0,0
1914,19.0,Self Enquiry,3,15.0,salaried,FEMALE,2.0,3.0,basic,3.0,2.0,0,1,executive,263040.0,0.0,離婚済み,車なし,0,0
1915,34.0,Self Enquiry,2,15.0,salaried,FEMALE,2.0,3.0,standard,3.0,5.0,0,2,seniormanager,400000.0,0.0,未婚,車あり,0,0
1916,39.0,Self Enquiry,2,15.0,smallbusiness,MALE,2.0,3.0,deluxe,4.0,3.0,0,2,manager,322260.0,0.0,独身,車あり,0,0
1917,40.0,Self Enquiry,2,9.0,salaried,MALE,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,411150.0,0.0,離婚済み,車あり,1,0
1918,32.0,Self Enquiry,2,15.0,smallbusiness,FEMALE,2.0,4.0,deluxe,3.0,3.0,0,1,manager,370695.0,0.0,離婚済み,車あり,1,0
1919,52.0,Self Enquiry,3,14.0,smallbusiness,FEMALE,2.0,3.0,superdeluxe,3.0,3.0,0,2,avp,477090.0,0.0,未婚,車なし,0,0
1920,46.0,Self Enquiry,2,32.0,salaried,MALE,2.0,3.0,standard,3.0,5.0,0,2,seniormanager,367425.0,1.0,独身,車あり,0,0
1921,45.0,Company Invited,2,7.0,largebusiness,FEMALE,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,380985.0,0.0,結婚済み,車なし,0,0
1922,55.0,Company Invited,2,23.0,smallbusiness,FEMALE,2.0,3.0,deluxe,3.0,2.0,0,2,manager,346410.0,0.0,離婚済み,車なし,0,0
1923,56.0,Self Enquiry,2,12.0,salaried,MALE,2.0,3.0,king,4.0,1.0,0,2,vp,522675.0,0.0,離婚済み,車あり,0,0
1924,,Self Enquiry,2,7.0,salaried,MALE,2.0,3.0,basic,3.0,5.0,0,1,executive,264300.0,0.0,結婚済み,車あり,1,0
1925,,Self Enquiry,2,13.0,smallbusiness,MALE,2.0,3.0,basic,3.0,2.0,0,2,executive,,0.0,結婚済み,車あり,0,0
1926,26.0,Company Invited,3,10.0,salaried,FEMALE,2.0,3.0,standard,4.0,2.0,0,2,seniormanager,352635.0,0.0,離婚済み,車なし,0,0
1927,22.0,Company Invited,3,6.0,largebusiness,FEMALE,2.0,3.0,standard,3.0,2.0,0,2,seniormanager,300000.0,0.0,離婚済み,車なし,1,0
1928,33.0,Self Enquiry,2,26.0,salaried,MALE,2.0,4.0,deluxe,3.0,2.0,0,1,manager,355470.0,0.0,未婚,車あり,1,0
1929,21.0,Company Invited,2,16.0,largebusiness,MALE,2.0,3.0,basic,3.0,3.0,0,2,executive,263130.0,0.0,独身,車あり,0,0
1930,34.0,Company Invited,2,18.0,largebusiness,FEMALE,2.0,4.0,basic,3.0,7.0,0,2,executive,273915.0,1.0,独身,車なし,0,0
1931,36.0,Self Enquiry,3,27.0,salaried,MALE,2.0,3.0,deluxe,3.0,2.0,0,1,manager,322320.0,0.0,離婚済み,車あり,1,0
1932,26.0,Company Invited,2,7.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,3.0,0,1,executive,249315.0,0.0,離婚済み,車なし,0,0
1933,35.0,Company Invited,2,11.0,salaried,MALE,2.0,3.0,deluxe,3.0,2.0,0,2,manager,367995.0,0.0,未婚,車あり,0,0
1934,38.0,Company Invited,3,11.0,salaried,MALE,2.0,3.0,standard,3.0,5.0,0,1,seniormanager,315105.0,0.0,未婚,車なし,1,0
1935,35.0,Self Enquiry,2,18.0,salaried,MALE,2.0,3.0,deluxe,3.0,1.0,0,2,manager,316005.0,0.0,離婚済み,車なし,0,0
1936,45.0,Self Enquiry,2,12.0,salaried,MALE,2.0,3.0,superdeluxe,3.0,4.0,0,1,avp,458625.0,0.0,離婚済み,車なし,0,0
1937,34.0,Company Invited,2,7.0,smallbusiness,MALE,2.0,3.0,superdeluxe,3.0,2.0,0,2,avp,479655.0,0.0,未婚,車なし,1,0
1938,54.0,Self Enquiry,2,7.0,salaried,FEMALE,3.0,5.0,basic,3.0,2.0,0,3,executive,366465.0,0.0,離婚済み,車なし,1,0
1939,52.0,Self Enquiry,1,11.0,smallbusiness,MALE,3.0,6.0,basic,3.0,3.0,0,2,executive,331170.0,0.0,結婚済み,車あり,1,0
1940,43.0,Self Enquiry,1,9.0,largebusiness,MALE,3.0,5.0,superdeluxe,3.0,1.0,0,2,vp,535845.0,0.0,離婚済み,車あり,2,0
1941,31.0,Company Invited,1,11.0,smallbusiness,MALE,4.0,4.0,basic,3.0,3.0,0,2,executive,325725.0,0.0,結婚済み,車あり,2,0
1942,30.0,Self Enquiry,2,14.0,smallbusiness,MALE,4.0,5.0,deluxe,3.0,3.0,0,2,manager,350850.0,0.0,結婚済み,車あり,1,0
1943,45.0,Self Enquiry,1,8.0,largebusiness,FEMALE,2.0,3.0,basic,3.0,1.0,0,4,executive,,0.0,独身,車あり,1,0
1944,22.0,Company Invited,1,24.0,smallbusiness,MALE,1.0,3.0,basic,3.0,2.0,0,4,executive,253845.0,0.0,独身,車あり,0,0
1945,32.0,Company Invited,1,15.0,smallbusiness,FEMALE,2.0,2.0,basic,3.0,2.0,0,4,executive,337980.0,0.0,離婚済み,車あり,1,0
1946,24.0,Self Enquiry,1,16.0,smallbusiness,MALE,2.0,3.0,basic,3.0,3.0,0,3,executive,250905.0,0.0,結婚済み,車なし,1,0
1947,39.0,Self Enquiry,1,10.0,largebusiness,MALE,2.0,,superdeluxe,3.0,1.0,0,3,avp,280560.0,0.0,結婚済み,車なし,1,0
1948,49.0,Self Enquiry,1,10.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,4.0,0,4,manager,322560.0,0.0,未婚,車あり,1,0
1949,30.0,Self Enquiry,2,9.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,2.0,1,1,manager,351285.0,0.0,未婚,車なし,0,0
1950,29.0,Company Invited,3,15.0,salaried,FEMALE,2.0,3.0,standard,3.0,2.0,1,2,seniormanager,382335.0,0.0,未婚,車なし,0,0
1951,47.0,Company Invited,2,12.0,salaried,FEMALE,2.0,4.0,standard,3.0,5.0,1,1,seniormanager,450000.0,0.0,離婚済み,車なし,1,0
1952,52.0,Self Enquiry,2,7.0,smallbusiness,FEMALE,2.0,3.0,standard,3.0,2.0,1,2,seniormanager,365205.0,0.0,結婚済み,車なし,0,0
1953,37.0,Self Enquiry,2,16.0,salaried,MALE,2.0,3.0,standard,3.0,3.0,1,2,seniormanager,344745.0,0.0,結婚済み,車あり,0,0
1954,30.0,Self Enquiry,2,8.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,1.0,1,2,manager,252450.0,0.0,結婚済み,車あり,0,0
1955,37.0,Self Enquiry,2,30.0,smallbusiness,MALE,3.0,2.0,deluxe,3.0,1.0,0,4,manager,332895.0,0.0,結婚済み,車あり,2,0
1956,20.0,Company Invited,3,15.0,smallbusiness,FEMALE,2.0,1.0,basic,3.0,2.0,0,3,executive,311325.0,0.0,結婚済み,車なし,1,0
1957,29.0,Company Invited,2,8.0,smallbusiness,MALE,2.0,2.0,deluxe,3.0,5.0,0,4,manager,465345.0,0.0,結婚済み,車なし,1,0
1958,20.0,Self Enquiry,2,15.0,smallbusiness,FEMALE,2.0,2.0,basic,4.0,2.0,0,3,executive,314790.0,0.0,離婚済み,車なし,1,0
1959,34.0,Self Enquiry,1,17.0,largebusiness,MALE,3.0,5.0,deluxe,3.0,3.0,0,4,manager,358875.0,0.0,結婚済み,車あり,1,0
1960,33.0,Company Invited,2,15.0,smallbusiness,FEMALE,2.0,3.0,superdeluxe,3.0,2.0,0,2,executive,274245.0,1.0,離婚済み,車あり,0,0
1961,38.0,Self Enquiry,1,14.0,salaried,FEMALE,4.0,5.0,deluxe,3.0,3.0,0,2,manager,378930.0,0.0,未婚,車あり,2,0
1962,36.0,Company Invited,1,27.0,salaried,MALE,2.0,3.0,standard,3.0,2.0,0,2,seniormanager,357570.0,0.0,結婚済み,車なし,0,0
1963,,Self Enquiry,1,14.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,6.0,0,1,manager,271560.0,0.0,結婚済み,車あり,0,0
1964,36.0,Company Invited,1,9.0,salaried,MALE,2.0,3.0,deluxe,3.0,4.0,0,1,manager,327075.0,0.0,離婚済み,車あり,0,0
1965,36.0,Company Invited,1,10.0,salaried,MALE,2.0,4.0,deluxe,3.0,3.0,0,1,manager,300000.0,0.0,結婚済み,車あり,1,0
1966,35.0,Self Enquiry,1,9.0,salaried,FEMALE,2.0,3.0,basic,3.0,4.0,0,1,executive,264315.0,0.0,離婚済み,車あり,0,0
1967,30.0,Company Invited,1,,smallbusiness,MALE,2.0,3.0,deluxe,3.0,1.0,0,2,manager,291705.0,0.0,結婚済み,車あり,1,0
1968,35.0,Self Enquiry,1,11.0,salaried,MALE,2.0,3.0,deluxe,3.0,1.0,0,2,manager,311100.0,0.0,独身,車あり,1,0
1969,40.0,Self Enquiry,1,10.0,largebusiness,MALE,2.0,3.0,basic,3.0,2.0,0,2,executive,259110.0,1.0,結婚済み,車あり,0,0
1970,35.0,Company Invited,1,11.0,largebusiness,MALE,2.0,3.0,standard,3.0,4.0,0,2,seniormanager,392835.0,0.0,独身,車あり,1,0
1971,23.0,Self Enquiry,1,14.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,2.0,0,2,executive,260000.0,1.0,結婚済み,車あり,1,0
1972,40.0,Self Enquiry,1,8.0,salaried,MALE,2.0,3.0,standard,3.0,4.0,0,2,seniormanager,315930.0,1.0,独身,車あり,0,0
1973,35.0,Self Enquiry,1,19.0,smallbusiness,MALE,2.0,4.0,basic,3.0,2.0,0,1,executive,260805.0,0.0,独身,車なし,1,0
1974,38.0,Company Invited,1,18.0,smallbusiness,MALE,2.0,3.0,basic,3.0,1.0,0,2,executive,255255.0,1.0,離婚済み,車なし,0,0
1975,34.0,Company Invited,1,22.0,smallbusiness,MALE,2.0,3.0,standard,4.0,2.0,0,2,seniormanager,314730.0,0.0,結婚済み,車なし,0,0
1976,,Company Invited,1,24.0,smallbusiness,MALE,2.0,3.0,deluxe,4.0,1.0,0,2,manager,300000.0,0.0,結婚済み,車なし,0,0
1977,41.0,Company Invited,1,8.0,smallbusiness,FEMALE,2.0,3.0,superdeluxe,3.0,5.0,0,1,avp,388155.0,0.0,独身,車あり,0,0
1978,54.0,Company Invited,1,23.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,4.0,0,1,manager,344985.0,0.0,離婚済み,車なし,0,0
1979,42.0,Company Invited,1,8.0,smallbusiness,FEMALE,2.0,4.0,standard,3.0,2.0,0,2,seniormanager,360435.0,0.0,未婚,車あり,1,0
1980,37.0,Self Enquiry,1,10.0,largebusiness,MALE,2.0,4.0,basic,3.0,2.0,0,1,executive,300000.0,0.0,独身,車あり,1,0
1981,,Self Enquiry,1,8.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,1.0,0,1,executive,271995.0,0.0,離婚済み,車なし,1,0
1982,51.0,Self Enquiry,1,7.0,salaried,MALE,2.0,3.0,deluxe,3.0,7.0,0,2,manager,357060.0,0.0,結婚済み,車あり,1,0
1983,39.0,Self Enquiry,1,27.0,salaried,MALE,2.0,3.0,standard,3.0,2.0,0,1,seniormanager,367845.0,0.0,結婚済み,車あり,0,0
1984,18.0,Self Enquiry,1,14.0,salaried,FEMALE,3.0,5.0,deluxe,3.0,3.0,0,4,manager,317010.0,0.0,独身,車あり,1,0
1985,37.0,Company Invited,1,9.0,salaried,MALE,3.0,6.0,basic,3.0,5.0,1,1,executive,323625.0,1.0,離婚済み,車あり,1,0
1986,32.0,Self Enquiry,2,18.0,salaried,FEMALE,2.0,1.0,deluxe,3.0,2.0,0,4,manager,261225.0,0.0,離婚済み,車あり,1,0
1987,29.0,Self Enquiry,2,24.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,1.0,0,3,manager,327900.0,0.0,未婚,車なし,1,0
1988,42.0,Company Invited,2,17.0,salaried,MALE,3.0,1.0,superdeluxe,4.0,7.0,0,3,avp,430000.0,0.0,独身,車なし,2,0
1989,35.0,Self Enquiry,2,16.0,smallbusiness,MALE,3.0,5.0,basic,3.0,6.0,0,4,executive,554670.0,0.0,未婚,車あり,2,0
1990,57.0,Self Enquiry,1,21.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,2.0,0,4,manager,,0.0,独身,車なし,1,0
1991,31.0,Self Enquiry,1,14.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,2.0,0,3,executive,256830.0,0.0,結婚済み,車なし,1,0
1992,45.0,Self Enquiry,1,24.0,smallbusiness,MALE,2.0,2.0,basic,3.0,2.0,0,4,executive,356280.0,0.0,離婚済み,車あり,1,0
1993,33.0,Self Enquiry,1,7.0,smallbusiness,MALE,2.0,3.0,basic,3.0,4.0,0,4,executive,262665.0,0.0,結婚済み,車あり,1,0
1994,43.0,Self Enquiry,1,,smallbusiness,FEMALE,2.0,,deluxe,3.0,1.0,0,4,manager,306660.0,0.0,独身,車なし,1,0
1995,32.0,Company Invited,1,10.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,3.0,0,4,manager,314490.0,0.0,結婚済み,車あり,1,0
1996,,Self Enquiry,1,18.0,largebusiness,MALE,2.0,1.0,basic,3.0,1.0,0,3,executive,266190.0,0.0,結婚済み,車あり,1,0
1997,34.0,Company Invited,1,17.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,4.0,0,5,executive,264555.0,0.0,離婚済み,車なし,1,0
1998,52.0,Company Invited,2,15.0,smallbusiness,MALE,2.0,3.0,superdeluxe,3.0,6.0,0,1,avp,473055.0,0.0,離婚済み,車なし,1,0
1999,47.0,Self Enquiry,2,13.0,salaried,FEMALE,2.0,3.0,standard,3.0,2.0,0,2,seniormanager,474180.0,0.0,未婚,車なし,1,0
2000,34.0,Company Invited,1,30.0,largebusiness,FEMALE,2.0,3.0,deluxe,3.0,3.0,1,2,manager,341220.0,0.0,結婚済み,車あり,0,0
2001,34.0,Company Invited,1,7.0,smallbusiness,MALE,2.0,3.0,basic,3.0,1.0,1,2,executive,300000.0,1.0,結婚済み,車あり,1,0
2002,45.0,Company Invited,1,8.0,salaried,MALE,2.0,3.0,basic,4.0,4.0,1,2,executive,278370.0,1.0,結婚済み,車あり,1,0
2003,,Self Enquiry,1,7.0,largebusiness,MALE,2.0,3.0,basic,3.0,7.0,1,2,executive,277185.0,1.0,独身,車なし,0,0
2004,49.0,Self Enquiry,1,9.0,salaried,MALE,2.0,3.0,king,4.0,6.0,1,1,vp,532755.0,0.0,結婚済み,車なし,1,0
2005,49.0,Self Enquiry,1,10.0,smallbusiness,MALE,2.0,4.0,deluxe,3.0,3.0,1,1,manager,323250.0,0.0,結婚済み,車あり,1,0
2006,48.0,Self Enquiry,1,21.0,salaried,MALE,2.0,3.0,deluxe,3.0,1.0,1,1,manager,330315.0,0.0,離婚済み,車あり,1,0
2007,,Self Enquiry,1,10.0,smallbusiness,MALE,2.0,3.0,basic,3.0,2.0,0,2,executive,273210.0,0.0,離婚済み,車あり,0,0
2008,21.0,Self Enquiry,1,16.0,salaried,MALE,2.0,1.0,basic,3.0,2.0,0,4,executive,260000.0,0.0,独身,車あり,1,0
2009,41.0,Self Enquiry,1,9.0,salaried,FEMALE,2.0,2.0,deluxe,3.0,5.0,0,3,manager,318705.0,0.0,離婚済み,車なし,1,0
2010,44.0,Self Enquiry,1,32.0,salaried,MALE,2.0,3.0,deluxe,3.0,3.0,0,4,manager,300000.0,0.0,結婚済み,車あり,1,0
2011,41.0,Self Enquiry,3,15.0,smallbusiness,MALE,2.0,4.0,superdeluxe,3.0,3.0,0,2,avp,500000.0,0.0,独身,車なし,1,0
2012,46.0,Self Enquiry,1,32.0,smallbusiness,MALE,4.0,5.0,deluxe,3.0,3.0,0,1,manager,378015.0,0.0,離婚済み,車あり,2,0
2013,40.0,Self Enquiry,1,12.0,smallbusiness,MALE,4.0,5.0,deluxe,3.0,2.0,0,2,manager,373755.0,0.0,未婚,車なし,2,0
2014,51.0,Self Enquiry,2,7.0,largebusiness,MALE,2.0,4.0,superdeluxe,3.0,1.0,0,3,avp,509865.0,1.0,離婚済み,車なし,1,0
2015,51.0,Self Enquiry,2,8.0,largebusiness,MALE,3.0,5.0,king,3.0,5.0,0,3,vp,513105.0,0.0,結婚済み,車なし,2,0
2016,27.0,Self Enquiry,2,30.0,smallbusiness,MALE,3.0,5.0,basic,3.0,3.0,0,4,executive,369420.0,0.0,離婚済み,車なし,2,0
2017,22.0,Self Enquiry,2,16.0,largebusiness,FEMALE,3.0,5.0,basic,3.0,3.0,0,3,executive,308550.0,0.0,結婚済み,車あり,2,0
2018,35.0,Self Enquiry,3,25.0,smallbusiness,FEMALE,3.0,4.0,basic,3.0,2.0,0,3,executive,323910.0,0.0,離婚済み,車なし,1,0
2019,29.0,Company Invited,3,15.0,smallbusiness,FEMALE,3.0,4.0,basic,3.0,3.0,0,3,executive,422685.0,0.0,結婚済み,車なし,1,0
2020,42.0,Self Enquiry,2,8.0,salaried,MALE,3.0,4.0,basic,4.0,7.0,0,3,executive,315540.0,0.0,結婚済み,車なし,1,0
2021,40.0,Self Enquiry,2,7.0,salaried,MALE,3.0,4.0,basic,3.0,2.0,0,3,executive,259905.0,0.0,離婚済み,車なし,1,0
2022,36.0,Company Invited,3,7.0,salaried,MALE,4.0,4.0,standard,3.0,2.0,0,1,seniormanager,331260.0,0.0,結婚済み,車あり,1,0
2023,39.0,Self Enquiry,3,7.0,salaried,FEMALE,4.0,4.0,deluxe,3.0,3.0,0,1,manager,360000.0,0.0,離婚済み,車あり,2,0
2024,35.0,Self Enquiry,2,32.0,largebusiness,FEMALE,4.0,4.0,deluxe,3.0,5.0,0,2,manager,300000.0,0.0,離婚済み,車なし,2,0
2025,21.0,Company Invited,2,15.0,salaried,FEMALE,3.0,5.0,deluxe,3.0,3.0,0,3,manager,327300.0,0.0,未婚,車なし,2,0
2026,31.0,Company Invited,2,17.0,smallbusiness,FEMALE,3.0,4.0,basic,4.0,3.0,1,3,executive,270000.0,1.0,離婚済み,車なし,0,0
2027,56.0,Self Enquiry,2,11.0,salaried,MALE,3.0,6.0,king,3.0,3.0,0,4,vp,509250.0,0.0,結婚済み,車なし,1,0
2028,58.0,Self Enquiry,1,9.0,smallbusiness,FEMALE,3.0,5.0,deluxe,3.0,4.0,0,3,manager,364965.0,0.0,結婚済み,車あり,1,0
2029,32.0,Self Enquiry,1,6.0,smallbusiness,MALE,3.0,4.0,basic,3.0,3.0,0,3,executive,426225.0,0.0,結婚済み,車あり,0,0
2030,57.0,Self Enquiry,1,7.0,smallbusiness,MALE,3.0,4.0,standard,3.0,5.0,0,4,seniormanager,391305.0,0.0,結婚済み,車あり,1,0
2031,26.0,Self Enquiry,1,14.0,smallbusiness,FEMALE,3.0,4.0,standard,3.0,2.0,0,3,seniormanager,351735.0,0.0,結婚済み,車あり,1,0
2032,24.0,Self Enquiry,1,8.0,largebusiness,MALE,3.0,4.0,basic,3.0,2.0,0,3,executive,326625.0,0.0,結婚済み,車あり,1,0
2033,37.0,Company Invited,1,8.0,smallbusiness,FEMALE,3.0,5.0,basic,3.0,3.0,0,4,executive,370350.0,0.0,未婚,車あり,1,0
2034,54.0,Self Enquiry,2,12.0,smallbusiness,MALE,2.0,3.0,superdeluxe,5.0,1.0,0,3,avp,461220.0,0.0,結婚済み,車あり,0,0
2035,33.0,Self Enquiry,2,7.0,largebusiness,FEMALE,2.0,3.0,standard,4.0,5.0,0,3,seniormanager,355905.0,0.0,離婚済み,車あり,0,0
2036,52.0,Company Invited,2,9.0,smallbusiness,FEMALE,2.0,3.0,standard,4.0,1.0,0,3,seniormanager,400000.0,0.0,独身,車あり,0,0
2037,26.0,Self Enquiry,3,16.0,smallbusiness,MALE,2.0,3.0,basic,5.0,2.0,0,3,executive,270000.0,0.0,結婚済み,車なし,0,0
2038,,Self Enquiry,3,9.0,smallbusiness,FEMALE,2.0,3.0,basic,4.0,2.0,0,4,executive,,0.0,結婚済み,車なし,0,0
2039,52.0,Company Invited,2,12.0,largebusiness,MALE,2.0,3.0,standard,4.0,1.0,0,3,seniormanager,400000.0,0.0,未婚,車なし,0,0
2040,29.0,Company Invited,2,15.0,smallbusiness,MALE,2.0,3.0,basic,4.0,2.0,0,3,executive,267660.0,0.0,独身,車あり,0,0
2041,34.0,Self Enquiry,3,11.0,smallbusiness,FEMALE,2.0,3.0,standard,4.0,1.0,0,3,seniormanager,359070.0,0.0,結婚済み,車あり,0,0
