Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,married,car_possession,offspring,offspring_identified,ProdTaken
21.0,Company Invited,2,16.0,largebusiness,MALE,2.0,3.0,basic,3.0,3.0,0,2,executive,263130.0,独身,車あり,0,0,0
34.0,Company Invited,2,18.0,largebusiness,FEMALE,2.0,4.0,basic,3.0,7.0,0,2,executive,273915.0,独身,車なし,0,0,1
36.0,Self Enquiry,3,27.0,salaried,MALE,2.0,3.0,deluxe,3.0,2.0,0,1,manager,322320.0,離婚済み,車あり,1,0,0
26.0,Company Invited,2,7.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,3.0,0,1,executive,249315.0,離婚済み,車なし,0,0,0
35.0,Company Invited,2,11.0,salaried,MALE,2.0,3.0,deluxe,3.0,2.0,0,2,manager,367995.0,未婚,車あり,0,0,0
38.0,Company Invited,3,11.0,salaried,MALE,2.0,3.0,standard,3.0,5.0,0,1,seniormanager,315105.0,未婚,車なし,1,0,0
35.0,Self Enquiry,2,18.0,salaried,MALE,2.0,3.0,deluxe,3.0,1.0,0,2,manager,316005.0,離婚済み,車なし,0,0,0
45.0,Self Enquiry,2,12.0,salaried,MALE,2.0,3.0,superdeluxe,3.0,4.0,0,1,avp,458625.0,離婚済み,車なし,0,0,0
34.0,Company Invited,2,7.0,smallbusiness,MALE,2.0,3.0,superdeluxe,3.0,2.0,0,2,avp,479655.0,未婚,車なし,1,0,0
54.0,Self Enquiry,2,7.0,salaried,FEMALE,3.0,5.0,basic,3.0,2.0,0,3,executive,366465.0,離婚済み,車なし,1,0,0
52.0,Self Enquiry,1,11.0,smallbusiness,MALE,3.0,6.0,basic,3.0,3.0,0,2,executive,331170.0,結婚済み,車あり,1,0,0
43.0,Self Enquiry,1,9.0,largebusiness,MALE,3.0,5.0,superdeluxe,3.0,1.0,0,2,vp,535845.0,離婚済み,車あり,2,0,0
31.0,Company Invited,1,11.0,smallbusiness,MALE,4.0,4.0,basic,3.0,3.0,0,2,executive,325725.0,結婚済み,車あり,2,0,0
30.0,Self Enquiry,2,14.0,smallbusiness,MALE,4.0,5.0,deluxe,3.0,3.0,0,2,manager,350850.0,結婚済み,車あり,1,0,0
45.0,Self Enquiry,1,8.0,largebusiness,FEMALE,2.0,3.0,basic,3.0,1.0,0,4,executive,,独身,車あり,1,0,0
22.0,Company Invited,1,24.0,smallbusiness,MALE,1.0,3.0,basic,3.0,2.0,0,4,executive,253845.0,独身,車あり,0,0,0
32.0,Company Invited,1,15.0,smallbusiness,FEMALE,2.0,2.0,basic,3.0,2.0,0,4,executive,337980.0,離婚済み,車あり,1,0,0
24.0,Self Enquiry,1,16.0,smallbusiness,MALE,2.0,3.0,basic,3.0,3.0,0,3,executive,250905.0,結婚済み,車なし,1,0,0
39.0,Self Enquiry,1,10.0,largebusiness,MALE,2.0,,superdeluxe,3.0,1.0,0,3,avp,280560.0,結婚済み,車なし,1,0,0
49.0,Self Enquiry,1,10.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,4.0,0,4,manager,322560.0,未婚,車あり,1,0,0
30.0,Self Enquiry,2,9.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,2.0,1,1,manager,351285.0,未婚,車なし,0,0,0
29.0,Company Invited,3,15.0,salaried,FEMALE,2.0,3.0,standard,3.0,2.0,1,2,seniormanager,382335.0,未婚,車なし,0,0,0
47.0,Company Invited,2,12.0,salaried,FEMALE,2.0,4.0,standard,3.0,5.0,1,1,seniormanager,450000.0,離婚済み,車なし,1,0,0
52.0,Self Enquiry,2,7.0,smallbusiness,FEMALE,2.0,3.0,standard,3.0,2.0,1,2,seniormanager,365205.0,結婚済み,車なし,0,0,0
37.0,Self Enquiry,2,16.0,salaried,MALE,2.0,3.0,standard,3.0,3.0,1,2,seniormanager,344745.0,結婚済み,車あり,0,0,0
30.0,Self Enquiry,2,8.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,1.0,1,2,manager,252450.0,結婚済み,車あり,0,0,0
37.0,Self Enquiry,2,30.0,smallbusiness,MALE,3.0,2.0,deluxe,3.0,1.0,0,4,manager,332895.0,結婚済み,車あり,2,0,0
20.0,Company Invited,3,15.0,smallbusiness,FEMALE,2.0,1.0,basic,3.0,2.0,0,3,executive,311325.0,結婚済み,車なし,1,0,0
29.0,Company Invited,2,8.0,smallbusiness,MALE,2.0,2.0,deluxe,3.0,5.0,0,4,manager,465345.0,結婚済み,車なし,1,0,0
20.0,Self Enquiry,2,15.0,smallbusiness,FEMALE,2.0,2.0,basic,4.0,2.0,0,3,executive,314790.0,離婚済み,車なし,1,0,0
34.0,Self Enquiry,1,17.0,largebusiness,MALE,3.0,5.0,deluxe,3.0,3.0,0,4,manager,358875.0,結婚済み,車あり,1,0,0
33.0,Company Invited,2,15.0,smallbusiness,FEMALE,2.0,3.0,superdeluxe,3.0,2.0,0,2,executive,274245.0,離婚済み,車あり,0,0,1
38.0,Self Enquiry,1,14.0,salaried,FEMALE,4.0,5.0,deluxe,3.0,3.0,0,2,manager,378930.0,未婚,車あり,2,0,0
36.0,Company Invited,1,27.0,salaried,MALE,2.0,3.0,standard,3.0,2.0,0,2,seniormanager,357570.0,結婚済み,車なし,0,0,0
,Self Enquiry,1,14.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,6.0,0,1,manager,271560.0,結婚済み,車あり,0,0,0
36.0,Company Invited,1,9.0,salaried,MALE,2.0,3.0,deluxe,3.0,4.0,0,1,manager,327075.0,離婚済み,車あり,0,0,0
36.0,Company Invited,1,10.0,salaried,MALE,2.0,4.0,deluxe,3.0,3.0,0,1,manager,300000.0,結婚済み,車あり,1,0,0
35.0,Self Enquiry,1,9.0,salaried,FEMALE,2.0,3.0,basic,3.0,4.0,0,1,executive,264315.0,離婚済み,車あり,0,0,0
30.0,Company Invited,1,,smallbusiness,MALE,2.0,3.0,deluxe,3.0,1.0,0,2,manager,291705.0,結婚済み,車あり,1,0,0
35.0,Self Enquiry,1,11.0,salaried,MALE,2.0,3.0,deluxe,3.0,1.0,0,2,manager,311100.0,独身,車あり,1,0,0
40.0,Self Enquiry,1,10.0,largebusiness,MALE,2.0,3.0,basic,3.0,2.0,0,2,executive,259110.0,結婚済み,車あり,0,0,1
35.0,Company Invited,1,11.0,largebusiness,MALE,2.0,3.0,standard,3.0,4.0,0,2,seniormanager,392835.0,独身,車あり,1,0,0
23.0,Self Enquiry,1,14.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,2.0,0,2,executive,260000.0,結婚済み,車あり,1,0,1
40.0,Self Enquiry,1,8.0,salaried,MALE,2.0,3.0,standard,3.0,4.0,0,2,seniormanager,315930.0,独身,車あり,0,0,1
35.0,Self Enquiry,1,19.0,smallbusiness,MALE,2.0,4.0,basic,3.0,2.0,0,1,executive,260805.0,独身,車なし,1,0,0
38.0,Company Invited,1,18.0,smallbusiness,MALE,2.0,3.0,basic,3.0,1.0,0,2,executive,255255.0,離婚済み,車なし,0,0,1
34.0,Company Invited,1,22.0,smallbusiness,MALE,2.0,3.0,standard,4.0,2.0,0,2,seniormanager,314730.0,結婚済み,車なし,0,0,0
,Company Invited,1,24.0,smallbusiness,MALE,2.0,3.0,deluxe,4.0,1.0,0,2,manager,300000.0,結婚済み,車なし,0,0,0
41.0,Company Invited,1,8.0,smallbusiness,FEMALE,2.0,3.0,superdeluxe,3.0,5.0,0,1,avp,388155.0,独身,車あり,0,0,0
54.0,Company Invited,1,23.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,4.0,0,1,manager,344985.0,離婚済み,車なし,0,0,0
42.0,Company Invited,1,8.0,smallbusiness,FEMALE,2.0,4.0,standard,3.0,2.0,0,2,seniormanager,360435.0,未婚,車あり,1,0,0
37.0,Self Enquiry,1,10.0,largebusiness,MALE,2.0,4.0,basic,3.0,2.0,0,1,executive,300000.0,独身,車あり,1,0,0
,Self Enquiry,1,8.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,1.0,0,1,executive,271995.0,離婚済み,車なし,1,0,0
51.0,Self Enquiry,1,7.0,salaried,MALE,2.0,3.0,deluxe,3.0,7.0,0,2,manager,357060.0,結婚済み,車あり,1,0,0
39.0,Self Enquiry,1,27.0,salaried,MALE,2.0,3.0,standard,3.0,2.0,0,1,seniormanager,367845.0,結婚済み,車あり,0,0,0
18.0,Self Enquiry,1,14.0,salaried,FEMALE,3.0,5.0,deluxe,3.0,3.0,0,4,manager,317010.0,独身,車あり,1,0,0
37.0,Company Invited,1,9.0,salaried,MALE,3.0,6.0,basic,3.0,5.0,1,1,executive,323625.0,離婚済み,車あり,1,0,1
32.0,Self Enquiry,2,18.0,salaried,FEMALE,2.0,1.0,deluxe,3.0,2.0,0,4,manager,261225.0,離婚済み,車あり,1,0,0
29.0,Self Enquiry,2,24.0,salaried,FEMALE,2.0,3.0,deluxe,3.0,1.0,0,3,manager,327900.0,未婚,車なし,1,0,0
42.0,Company Invited,2,17.0,salaried,MALE,3.0,1.0,superdeluxe,4.0,7.0,0,3,avp,430000.0,独身,車なし,2,0,0
35.0,Self Enquiry,2,16.0,smallbusiness,MALE,3.0,5.0,basic,3.0,6.0,0,4,executive,554670.0,未婚,車あり,2,0,0
57.0,Self Enquiry,1,21.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,2.0,0,4,manager,,独身,車なし,1,0,0
31.0,Self Enquiry,1,14.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,2.0,0,3,executive,256830.0,結婚済み,車なし,1,0,0
45.0,Self Enquiry,1,24.0,smallbusiness,MALE,2.0,2.0,basic,3.0,2.0,0,4,executive,356280.0,離婚済み,車あり,1,0,0
33.0,Self Enquiry,1,7.0,smallbusiness,MALE,2.0,3.0,basic,3.0,4.0,0,4,executive,262665.0,結婚済み,車あり,1,0,0
43.0,Self Enquiry,1,,smallbusiness,FEMALE,2.0,,deluxe,3.0,1.0,0,4,manager,306660.0,独身,車なし,1,0,0
32.0,Company Invited,1,10.0,smallbusiness,MALE,2.0,3.0,deluxe,3.0,3.0,0,4,manager,314490.0,結婚済み,車あり,1,0,0
,Self Enquiry,1,18.0,largebusiness,MALE,2.0,1.0,basic,3.0,1.0,0,3,executive,266190.0,結婚済み,車あり,1,0,0
34.0,Company Invited,1,17.0,smallbusiness,FEMALE,2.0,3.0,basic,3.0,4.0,0,5,executive,264555.0,離婚済み,車なし,1,0,0
52.0,Company Invited,2,15.0,smallbusiness,MALE,2.0,3.0,superdeluxe,3.0,6.0,0,1,avp,473055.0,離婚済み,車なし,1,0,0
47.0,Self Enquiry,2,13.0,salaried,FEMALE,2.0,3.0,standard,3.0,2.0,0,2,seniormanager,474180.0,未婚,車なし,1,0,0
34.0,Company Invited,1,30.0,largebusiness,FEMALE,2.0,3.0,deluxe,3.0,3.0,1,2,manager,341220.0,結婚済み,車あり,0,0,0
34.0,Company Invited,1,7.0,smallbusiness,MALE,2.0,3.0,basic,3.0,1.0,1,2,executive,300000.0,結婚済み,車あり,1,0,1
45.0,Company Invited,1,8.0,salaried,MALE,2.0,3.0,basic,4.0,4.0,1,2,executive,278370.0,結婚済み,車あり,1,0,1
,Self Enquiry,1,7.0,largebusiness,MALE,2.0,3.0,basic,3.0,7.0,1,2,executive,277185.0,独身,車なし,0,0,1
49.0,Self Enquiry,1,9.0,salaried,MALE,2.0,3.0,king,4.0,6.0,1,1,vp,532755.0,結婚済み,車なし,1,0,0
49.0,Self Enquiry,1,10.0,smallbusiness,MALE,2.0,4.0,deluxe,3.0,3.0,1,1,manager,323250.0,結婚済み,車あり,1,0,0
48.0,Self Enquiry,1,21.0,salaried,MALE,2.0,3.0,deluxe,3.0,1.0,1,1,manager,330315.0,離婚済み,車あり,1,0,0
,Self Enquiry,1,10.0,smallbusiness,MALE,2.0,3.0,basic,3.0,2.0,0,2,executive,273210.0,離婚済み,車あり,0,0,0
21.0,Self Enquiry,1,16.0,salaried,MALE,2.0,1.0,basic,3.0,2.0,0,4,executive,260000.0,独身,車あり,1,0,0
41.0,Self Enquiry,1,9.0,salaried,FEMALE,2.0,2.0,deluxe,3.0,5.0,0,3,manager,318705.0,離婚済み,車なし,1,0,0
44.0,Self Enquiry,1,32.0,salaried,MALE,2.0,3.0,deluxe,3.0,3.0,0,4,manager,300000.0,結婚済み,車あり,1,0,0
41.0,Self Enquiry,3,15.0,smallbusiness,MALE,2.0,4.0,superdeluxe,3.0,3.0,0,2,avp,500000.0,独身,車なし,1,0,0
46.0,Self Enquiry,1,32.0,smallbusiness,MALE,4.0,5.0,deluxe,3.0,3.0,0,1,manager,378015.0,離婚済み,車あり,2,0,0
40.0,Self Enquiry,1,12.0,smallbusiness,MALE,4.0,5.0,deluxe,3.0,2.0,0,2,manager,373755.0,未婚,車なし,2,0,0
51.0,Self Enquiry,2,7.0,largebusiness,MALE,2.0,4.0,superdeluxe,3.0,1.0,0,3,avp,509865.0,離婚済み,車なし,1,0,1
51.0,Self Enquiry,2,8.0,largebusiness,MALE,3.0,5.0,king,3.0,5.0,0,3,vp,513105.0,結婚済み,車なし,2,0,0
27.0,Self Enquiry,2,30.0,smallbusiness,MALE,3.0,5.0,basic,3.0,3.0,0,4,executive,369420.0,離婚済み,車なし,2,0,0
22.0,Self Enquiry,2,16.0,largebusiness,FEMALE,3.0,5.0,basic,3.0,3.0,0,3,executive,308550.0,結婚済み,車あり,2,0,0
35.0,Self Enquiry,3,25.0,smallbusiness,FEMALE,3.0,4.0,basic,3.0,2.0,0,3,executive,323910.0,離婚済み,車なし,1,0,0
29.0,Company Invited,3,15.0,smallbusiness,FEMALE,3.0,4.0,basic,3.0,3.0,0,3,executive,422685.0,結婚済み,車なし,1,0,0
42.0,Self Enquiry,2,8.0,salaried,MALE,3.0,4.0,basic,4.0,7.0,0,3,executive,315540.0,結婚済み,車なし,1,0,0
40.0,Self Enquiry,2,7.0,salaried,MALE,3.0,4.0,basic,3.0,2.0,0,3,executive,259905.0,離婚済み,車なし,1,0,0
36.0,Company Invited,3,7.0,salaried,MALE,4.0,4.0,standard,3.0,2.0,0,1,seniormanager,331260.0,結婚済み,車あり,1,0,0
39.0,Self Enquiry,3,7.0,salaried,FEMALE,4.0,4.0,deluxe,3.0,3.0,0,1,manager,360000.0,離婚済み,車あり,2,0,0
35.0,Self Enquiry,2,32.0,largebusiness,FEMALE,4.0,4.0,deluxe,3.0,5.0,0,2,manager,300000.0,離婚済み,車なし,2,0,0
21.0,Company Invited,2,15.0,salaried,FEMALE,3.0,5.0,deluxe,3.0,3.0,0,3,manager,327300.0,未婚,車なし,2,0,0
31.0,Company Invited,2,17.0,smallbusiness,FEMALE,3.0,4.0,basic,4.0,3.0,1,3,executive,270000.0,離婚済み,車なし,0,0,1
56.0,Self Enquiry,2,11.0,salaried,MALE,3.0,6.0,king,3.0,3.0,0,4,vp,509250.0,結婚済み,車なし,1,0,0
58.0,Self Enquiry,1,9.0,smallbusiness,FEMALE,3.0,5.0,deluxe,3.0,4.0,0,3,manager,364965.0,結婚済み,車あり,1,0,0
32.0,Self Enquiry,1,6.0,smallbusiness,MALE,3.0,4.0,basic,3.0,3.0,0,3,executive,426225.0,結婚済み,車あり,0,0,0
57.0,Self Enquiry,1,7.0,smallbusiness,MALE,3.0,4.0,standard,3.0,5.0,0,4,seniormanager,391305.0,結婚済み,車あり,1,0,0
26.0,Self Enquiry,1,14.0,smallbusiness,FEMALE,3.0,4.0,standard,3.0,2.0,0,3,seniormanager,351735.0,結婚済み,車あり,1,0,0
24.0,Self Enquiry,1,8.0,largebusiness,MALE,3.0,4.0,basic,3.0,2.0,0,3,executive,326625.0,結婚済み,車あり,1,0,0
37.0,Company Invited,1,8.0,smallbusiness,FEMALE,3.0,5.0,basic,3.0,3.0,0,4,executive,370350.0,未婚,車あり,1,0,0
54.0,Self Enquiry,2,12.0,smallbusiness,MALE,2.0,3.0,superdeluxe,5.0,1.0,0,3,avp,461220.0,結婚済み,車あり,0,0,0
33.0,Self Enquiry,2,7.0,largebusiness,FEMALE,2.0,3.0,standard,4.0,5.0,0,3,seniormanager,355905.0,離婚済み,車あり,0,0,0
52.0,Company Invited,2,9.0,smallbusiness,FEMALE,2.0,3.0,standard,4.0,1.0,0,3,seniormanager,400000.0,独身,車あり,0,0,0
26.0,Self Enquiry,3,16.0,smallbusiness,MALE,2.0,3.0,basic,5.0,2.0,0,3,executive,270000.0,結婚済み,車なし,0,0,0
,Self Enquiry,3,9.0,smallbusiness,FEMALE,2.0,3.0,basic,4.0,2.0,0,4,executive,,結婚済み,車なし,0,0,0
52.0,Company Invited,2,12.0,largebusiness,MALE,2.0,3.0,standard,4.0,1.0,0,3,seniormanager,400000.0,未婚,車なし,0,0,0
29.0,Company Invited,2,15.0,smallbusiness,MALE,2.0,3.0,basic,4.0,2.0,0,3,executive,267660.0,独身,車あり,0,0,0
34.0,Self Enquiry,3,11.0,smallbusiness,FEMALE,2.0,3.0,standard,4.0,1.0,0,3,seniormanager,359070.0,結婚済み,車あり,0,0,0
37.0,Company Invited,2,16.0,smallbusiness,FEMALE,2.0,3.0,basic,4.0,2.0,0,3,executive,262095.0,離婚済み,車あり,0,0,0
,Company Invited,1,10.0,smallbusiness,MALE,2.0,3.0,basic,4.0,1.0,0,4,executive,265680.0,結婚済み,車なし,0,0,1
31.0,Company Invited,3,18.0,smallbusiness,MALE,2.0,3.0,deluxe,4.0,1.0,0,3,manager,274185.0,離婚済み,車あり,0,0,1
40.0,Self Enquiry,1,16.0,smallbusiness,MALE,2.0,3.0,basic,4.0,2.0,0,3,executive,260925.0,離婚済み,車なし,0,0,1
31.0,Self Enquiry,2,7.0,smallbusiness,FEMALE,2.0,3.0,standard,5.0,1.0,0,3,seniormanager,408900.0,結婚済み,車なし,0,0,1
28.0,Company Invited,2,16.0,smallbusiness,FEMALE,2.0,3.0,basic,4.0,2.0,0,3,executive,253215.0,離婚済み,車あり,0,0,0
41.0,Self Enquiry,1,15.0,smallbusiness,FEMALE,2.0,3.0,basic,4.0,2.0,0,4,executive,268560.0,離婚済み,車なし,0,0,0
26.0,Company Invited,1,7.0,largebusiness,MALE,2.0,3.0,standard,4.0,1.0,0,3,seniormanager,350775.0,未婚,車なし,0,0,1
45.0,Self Enquiry,1,8.0,salaried,MALE,3.0,4.0,basic,3.0,3.0,0,3,executive,350385.0,離婚済み,車なし,1,0,1
50.0,Company Invited,1,12.0,salaried,FEMALE,3.0,4.0,standard,4.0,2.0,0,4,seniormanager,400000.0,結婚済み,車なし,0,0,0
35.0,Self Enquiry,1,9.0,salaried,MALE,3.0,4.0,basic,3.0,7.0,0,4,executive,352605.0,離婚済み,車あり,0,0,0
48.0,Self Enquiry,1,7.0,salaried,MALE,3.0,4.0,standard,3.0,5.0,0,3,seniormanager,371505.0,結婚済み,車なし,0,0,0
47.0,Company Invited,1,18.0,salaried,FEMALE,3.0,4.0,standard,4.0,2.0,0,3,seniormanager,389820.0,未婚,車なし,0,0,0
32.0,Self Enquiry,1,19.0,salaried,MALE,3.0,4.0,deluxe,3.0,3.0,0,3,manager,338700.0,離婚済み,車あり,0,0,0
49.0,Self Enquiry,1,13.0,salaried,MALE,3.0,4.0,basic,3.0,3.0,0,4,executive,300000.0,独身,車あり,1,0,1
60.0,Self Enquiry,1,11.0,salaried,FEMALE,2.0,3.0,superdeluxe,3.0,3.0,1,1,avp,483255.0,離婚済み,車あり,0,0,0
54.0,Company Invited,1,10.0,salaried,MALE,2.0,3.0,king,3.0,2.0,1,1,vp,479070.0,結婚済み,車なし,1,0,0
46.0,Company Invited,1,8.0,salaried,MALE,2.0,4.0,standard,4.0,4.0,0,3,seniormanager,433890.0,結婚済み,車あり,0,0,0
35.0,Company Invited,2,8.0,salaried,MALE,2.0,3.0,basic,5.0,3.0,0,4,executive,264705.0,独身,車なし,0,0,1
35.0,Company Invited,1,16.0,salaried,FEMALE,2.0,3.0,standard,4.0,1.0,0,4,seniormanager,362640.0,未婚,車なし,0,0,0
31.0,Self Enquiry,3,7.0,salaried,MALE,2.0,3.0,standard,4.0,2.0,0,3,seniormanager,357420.0,結婚済み,車なし,0,0,0
34.0,Company Invited,1,8.0,salaried,FEMALE,2.0,4.0,standard,4.0,2.0,0,4,seniormanager,372165.0,離婚済み,車なし,0,0,0
38.0,Self Enquiry,1,15.0,salaried,FEMALE,2.0,3.0,basic,4.0,4.0,0,3,executive,265920.0,独身,車あり,0,0,0
52.0,Self Enquiry,1,17.0,salaried,MALE,2.0,3.0,superdeluxe,4.0,1.0,0,5,avp,412140.0,離婚済み,車なし,0,0,0
48.0,Company Invited,1,8.0,salaried,FEMALE,2.0,3.0,standard,4.0,4.0,0,3,seniormanager,391035.0,独身,車あり,0,0,0
60.0,Company Invited,1,15.0,salaried,MALE,2.0,3.0,superdeluxe,4.0,5.0,0,4,avp,374025.0,離婚済み,車なし,0,0,0
22.0,Self Enquiry,1,10.0,salaried,FEMALE,4.0,5.0,basic,4.0,2.0,0,4,executive,323850.0,離婚済み,車あり,3,0,1
46.0,Company Invited,3,7.0,smallbusiness,FEMALE,3.0,4.0,basic,4.0,4.0,0,4,executive,263265.0,独身,車あり,0,0,0
33.0,Company Invited,3,14.0,smallbusiness,FEMALE,3.0,4.0,basic,4.0,1.0,0,3,executive,254295.0,離婚済み,車あり,0,0,0
36.0,Self Enquiry,2,8.0,salaried,FEMALE,2.0,3.0,standard,4.0,5.0,1,3,seniormanager,379140.0,未婚,車あり,0,0,0
52.0,Company Invited,1,,salaried,MALE,2.0,3.0,deluxe,4.0,1.0,1,4,manager,318720.0,離婚済み,車あり,0,0,0
47.0,Company Invited,3,11.0,salaried,FEMALE,2.0,3.0,standard,4.0,1.0,1,3,seniormanager,355950.0,未婚,車なし,0,0,1
55.0,Company Invited,1,7.0,salaried,FEMALE,2.0,3.0,standard,4.0,4.0,1,3,seniormanager,370000.0,離婚済み,車なし,0,0,0
43.0,Company Invited,1,27.0,salaried,MALE,3.0,4.0,basic,3.0,5.0,1,4,executive,311820.0,離婚済み,車あり,1,0,1
28.0,Self Enquiry,1,15.0,smallbusiness,MALE,2.0,4.0,basic,4.0,7.0,0,3,executive,310000.0,独身,車あり,1,0,0
44.0,Company Invited,1,8.0,smallbusiness,FEMALE,2.0,4.0,basic,4.0,5.0,0,4,executive,321225.0,結婚済み,車なし,0,0,0
25.0,Self Enquiry,2,31.0,salaried,MALE,4.0,4.0,deluxe,4.0,3.0,0,2,manager,363240.0,結婚済み,車あり,2,0,0
22.0,Self Enquiry,2,11.0,smallbusiness,FEMALE,4.0,5.0,basic,3.0,2.0,0,2,executive,495345.0,独身,車あり,1,0,0
28.0,Self Enquiry,2,18.0,smallbusiness,FEMALE,4.0,5.0,deluxe,3.0,2.0,0,2,seniormanager,448110.0,結婚済み,車なし,1,0,0
32.0,Self Enquiry,2,12.0,smallbusiness,MALE,3.0,4.0,basic,3.0,6.0,0,4,executive,303285.0,未婚,車あり,2,0,0
35.0,Self Enquiry,2,25.0,smallbusiness,MALE,3.0,5.0,deluxe,3.0,3.0,0,3,manager,400000.0,結婚済み,車あり,1,0,0
33.0,Self Enquiry,2,28.0,smallbusiness,FEMALE,3.0,5.0,deluxe,3.0,3.0,0,3,manager,371280.0,未婚,車あり,1,0,0
45.0,Self Enquiry,2,31.0,smallbusiness,MALE,3.0,4.0,standard,3.0,2.0,0,4,seniormanager,324900.0,離婚済み,車あり,1,0,0
,Self Enquiry,3,35.0,smallbusiness,MALE,3.0,4.0,basic,3.0,2.0,0,4,executive,,独身,車あり,1,0,0
25.0,Self Enquiry,1,16.0,largebusiness,MALE,4.0,5.0,basic,3.0,3.0,0,1,executive,314730.0,結婚済み,車なし,2,0,0
31.0,Self Enquiry,3,,salaried,MALE,3.0,4.0,deluxe,3.0,3.0,0,3,manager,370000.0,離婚済み,車なし,1,0,0
55.0,Self Enquiry,2,7.0,salaried,FEMALE,3.0,4.0,basic,3.0,5.0,0,5,executive,,独身,車あり,2,0,0
25.0,Company Invited,3,16.0,smallbusiness,FEMALE,3.0,4.0,basic,3.0,3.0,1,3,executive,326625.0,独身,車あり,1,0,1
23.0,Company Invited,2,23.0,smallbusiness,MALE,1.0,3.0,basic,3.0,2.0,0,4,executive,240000.0,独身,車なし,0,0,1
32.0,Company Invited,2,31.0,salaried,MALE,1.0,1.0,basic,3.0,2.0,0,4,executive,253845.0,結婚済み,車なし,0,0,1
34.0,Self Enquiry,2,21.0,salaried,FEMALE,1.0,1.0,standard,3.0,5.0,0,3,seniormanager,328320.0,結婚済み,車なし,0,0,0
27.0,Company Invited,2,18.0,smallbusiness,MALE,1.0,1.0,basic,3.0,2.0,1,3,executive,257895.0,結婚済み,車なし,0,0,1
52.0,Company Invited,2,8.0,salaried,FEMALE,1.0,4.0,superdeluxe,5.0,2.0,1,4,avp,557415.0,結婚済み,車なし,0,0,0
37.0,Self Enquiry,1,8.0,largebusiness,MALE,4.0,4.0,basic,3.0,7.0,0,2,executive,321030.0,結婚済み,車なし,3,0,0
37.0,Self Enquiry,1,8.0,smallbusiness,MALE,3.0,4.0,basic,3.0,3.0,1,3,executive,338505.0,結婚済み,車なし,2,0,0
51.0,Self Enquiry,1,9.0,salaried,MALE,3.0,3.0,king,3.0,6.0,0,5,vp,572580.0,結婚済み,車なし,0,1,0
25.0,Company Invited,2,15.0,smallbusiness,FEMALE,4.0,5.0,basic,3.0,3.0,0,2,executive,350000.0,結婚済み,車なし,2,0,0
53.0,Self Enquiry,1,7.0,salaried,MALE,4.0,4.0,king,3.0,,0,2,vp,539880.0,独身,車なし,3,0,0
45.0,Self Enquiry,1,7.0,salaried,MALE,3.0,6.0,standard,3.0,7.0,0,4,seniormanager,509760.0,結婚済み,車あり,2,0,0
36.0,Company Invited,1,8.0,salaried,FEMALE,4.0,5.0,basic,3.0,4.0,0,2,executive,326445.0,結婚済み,車あり,3,0,0
,Self Enquiry,2,16.0,salaried,FEMALE,1.0,3.0,deluxe,3.0,2.0,0,4,manager,200000.0,独身,車なし,0,0,0
50.0,Self Enquiry,3,15.0,smallbusiness,FEMALE,3.0,4.0,deluxe,4.0,7.0,0,3,manager,415905.0,独身,車あり,1,0,0
27.0,Self Enquiry,3,16.0,salaried,MALE,2.0,3.0,deluxe,3.0,3.0,1,1,manager,354330.0,未婚,車あり,1,0,0
45.0,Self Enquiry,3,16.0,salaried,FEMALE,1.0,3.0,superdeluxe,4.0,4.0,0,4,avp,521745.0,独身,車なし,0,0,0
58.0,Self Enquiry,1,8.0,smallbusiness,MALE,3.0,4.0,superdeluxe,3.0,7.0,0,3,avp,505860.0,離婚済み,車なし,2,0,0
31.0,Self Enquiry,2,9.0,smallbusiness,FEMALE,3.0,5.0,deluxe,3.0,4.0,0,3,manager,261600.0,離婚済み,車あり,0,0,0
29.0,Company Invited,2,11.0,smallbusiness,MALE,3.0,5.0,deluxe,3.0,2.0,0,3,manager,336435.0,未婚,車あり,1,0,0
36.0,Self Enquiry,2,11.0,largebusiness,MALE,3.0,5.0,basic,4.0,6.0,0,4,executive,300000.0,結婚済み,車なし,1,0,1
53.0,Company Invited,3,21.0,smallbusiness,FEMALE,3.0,5.0,standard,3.0,5.0,0,5,seniormanager,393225.0,未婚,車なし,1,0,0
52.0,Self Enquiry,1,16.0,salaried,MALE,3.0,4.0,basic,3.0,7.0,1,3,executive,537795.0,結婚済み,車なし,2,0,1
36.0,Self Enquiry,2,33.0,smallbusiness,FEMALE,3.0,4.0,deluxe,3.0,3.0,1,3,manager,350000.0,結婚済み,車なし,1,0,0
